text,label
"Ogólnie bardzo normalny jak na informatyka , polecam brać w ciemno .",Positive
Ćwiczenia . . . tutaj warto być przygotowanym i błyskać na każdych zajęciach tak żeby Cię zapamiętał .,Neutral
Tlumaczyl wmiare jasno zawsze byl jakis wstep teoretyczny .,Positive
Robi kartkówki .,Neutral
Można się pozgłaszać na cwiczeniach z analizy i dostać trochę plusów .,Neutral
"Polecam wziąć sobie do serca wszystkie rady "" przy j",Neutral
"Był em na jej zajęciach w 100 % , starał em się jak mogł em by nadgonić grupę gdyż nie zdawał em matury z anglika a znalazł em się na B 1 .",Neutral
"Jesli sluchasz go na zajeciach i zrobisz w domu ze 2 zadanka , to powinienes bez problemow zaliczyc .",Neutral
Bardzo luzacki prowadzący .,Positive
"Zajęcia są nudne , nie sprawdza obecnosci .",Neutral
"Fizyka laborki POLECAM ! ! ! [ / b ] Tadeusz bardzo wporzadku facet , początkowo wydawał się groźny , zapowiedział na pierwszych zajęciach kartkówke , ale zdołał przestraszyć tylko samego siebie chyba : P Kartkówki sa specyficzne , część grupy je ma , część która bardzo marudzi nie ma .",Positive
"Muszę się przyznać , że bardzo nudził em się na wykładzie u Pana Michała . . . dlatego na przerwie wybył em i więcej się tam nie pojawił em .",Negative
Cóż . . . .,Neutral
I prawde mowiac mam uczucia mieszane . . . : ?,Neutral
"algebra z geom . analityczna 1 polecam miał em z nim wykłady , bardzo fajny z podejsciem student tez czlowiek , czasami sie myli ale przyznale sie do bledow .",Positive
"Krotko : cala grupa zaliczyla , nie oddal nikomu ani jednego sprawka .",Neutral
"Jest to human , na którym trzeba się odzywać i trzeba coś robić , więc nie polcam jeśli ktoś nastawia się , że za obecności będzie dobra ocena .",Neutral
"Zajęcia prowadzi na luzie , ale wymaga też .",Neutral
Duza częśc grupy zaliczyła w kolokwiach .,Positive
Kurs : Algebra z Geometria Analityczna 1 Ocena : Moze byc .,Neutral
Nawet nie wiesz co zanotować .,Negative
CHoc to totalny tajfun na tablicy i co chwile trzeba go poprawiac to facet jest spoko .,Neutral
Ogólnie - polecam,Positive
"Potrafi przyczepic sie do wszystkie - osie symetri za grubym olowkiem rysowane , wkrecajac srube w drewniany otwor z gwintem nalezy narysowac wybrzuszenie drewna po drugiej stronie ( w ksiazce nic o tym nie ma ) i wlasnie na tej podstawie cie obleje . . .",Negative
Z zaliczeniem nie ma raczej problemu .,Positive
"Chyba , że na algebrze jest inaczej . . .",Neutral
Był jeszcze IV i dla niektórych V : ! : .,Neutral
Dr bardzo czylelnie i jasno prowadzi wykład jak chodzisz w sumie nie wiele musisz sie uczyc .,Positive
Przyłapanie na ściąganiu to 2.0 z danej pracy .,Neutral
"Kisielewska M . , mgr Pływanie Polecam [ / b ] Ocena za obecnosc ( 5 , 0 ) .",Positive
"Zasada jest prosta - na kolokwiach zadania są z ćwiczeń - na egzaminach żądzi P . Mastalerz ( dla niewtajemniczonych - ulubiona ksiazka Pana prowadzącego ) Prof Skarżewski to człowiek sympatyczny , chociaż w przypadku ocen nie proponowała by m żadnej dyskusji ( no chyba że z 4 , 5 na 5 ) polecam : )",Positive
"Jest po prostu na tych wykładach nudno i niczego się człowiek nie dowie pożytecznego , bo na ćwiczeniach materiał idzie zdecydowanie szybciej ( wszystko za sprawą wszelkich dygresji Pana doktora podczas wykładu ) .",Negative
"Czasami sam nie wie czego chce , albo po prostu chce trochę pomęczyć i sprawdzić wytrwałość : wink : Jeśli przedmiot traktujesz poważnie , prace nosisz na czas , nie powinno być większych problemów .",Neutral
Na samych laborkach nie robi sie zbyt wiele .,Neutral
Pani Małgorzata chętna jest do pomocy z trudniejszymi zadaniami .,Positive
"Pisemna to test z gramatyki ( uzupełnianka ) . . . obszerny ale do przejścia , jest też poprawka .",Neutral
"To co mówi pan profesor może i jesst ciekawe i nieraz potrafi zainteresować , ale minusem jest to w jaki sposob on to mówi .",Neutral
Oczywiscie odda ale tylko raz : D,Neutral
Zawsze z nim mozna pogadać zagadać spytac ! ! !,Positive
Nie ma kartkówek i pani tez nie pyta .,Positive
Dopiero na 3 był w miarę luz i wtedy zdało najwięcej osób .,Positive
"Co prawda wykłady średnio ciekawe , a wykonanie folii pozostawia wiele do życzenia .",Neutral
Prowadzone bardzo przejrzyście .,Positive
Mozna sie sporo dowiedziec .,Positive
Minusem sa testy a dokładniej ich poziom - choc nie ma sie co martwic niezaliczeniem w pierwszym terminie - bo w drugim jest łatwiej ( poza tym wszyscy zaliczaja : ),Neutral
W ktorym mogą zdarzyc sie błędy .,Neutral
"Ocena jest za obecność , ale trzeba uważać : bardzo nie lubi gadających i zdarzało mu sie postawić przy nazwisku kropke .",Neutral
Pierwszy termin u mnie na wykladach zaliczylo ok 5 osób na 200 . . . . w drugim bylo juz lepiej . . . tak wiec jak tylko mozesz zalicz przedmioty u innego wykladowcy w cwiczeniach zeby przepisac ocene na wyklady i masz spokoj : ) ja tak zrobilem i zero stresu .,Neutral
"Dzielil sale na 6 grup i zazwyczaj tak bylo , ze pierwsza grupa miala zadanie najlatwiejsze , ale nie bylo zle .",Neutral
"Nie wiem czy mozna z nich sie czegos nauczyc , nie majac wczesniej styku z pp , ale mi troche rzeczy w glowie sie rozjasnilo ; ) Tylko to mazanie po foliach . . . : ?",Neutral
Niesamowite poczucie humoru ciagle wstawki dla rozsmieszenia towarzystwa itd . .,Positive
Ogólnie polecam .,Positive
"Trzeba napisac 2 kolokwia , zdazaja sie rzadko kartkowki .",Neutral
Straszny bałagan ma na tablicy i trzeba się porządnie skupić i spieszyć żeby zdążyć z przepisywaniem .,Negative
"Można jednak lab przejść o ile się za nim pobiega , pochodzi na konsultacje ( on chyba czuje radość w tym , że tak dużo studentów do niego przychodzi ) .",Neutral
"Jedyna uwaga , gdy juz sie znajdziesz przy tablicy - - waz slowa .",Neutral
U nas raz puścił liste ale potem stwierdził ze dalej będzie czytał bo tak szybciej ( niedziwie sie ludzie sobie wpisywali obecności wcześniej a nawet na zapas : D hehe ) Miał em 3 nieobecności na 10 chyba i dał mi 4.5 Można sie z nim dogadać lu zwolnienie mu przynieść : D UZNAJE : D,Positive
Na zajecia trzeba chodzić bo trzeba na nich oddać to co sie na nich zrobiło co czasami moze uratowac od oblania albo podwyższyc ocene ! ! !,Neutral
"Koła do zdania , choć łatwe nie są .",Neutral
Opinia na podstawie kursu płynów II ( zeszłoroczny ) Sposób prowadzenia zajęć : zrozumiały Czy potrafi nauczyć ?,Neutral
"Zadania na egzaminie do latwych nie naleza , ale ukladaja je pracownicy IM , wiec czego mozna sie spodziewac : ) OCENA OGÓLNA : ŚREDNIO NA JEŻA",Neutral
"Analiza matematyczna 1 ćwiczenia Ocena : unikać [ / b ] Na pierwszych ćwiczeniach myślał em , że analize zaliczę bez problemów ( pokazywał jak się dodaje ułamki o różnych mianownikach , bawił się swoją ' maszyną liczącą ( kalkulator : wink : lubi sie nim bawić ) ) .",Negative
Dr .,Neutral
"Pan doktor jest chemikiem , jednak prowadzi ten kurs - na naszym wydziale wszystko jest mozliwe : D Ale do rzeczy .",Neutral
Praktycznie to pyta na każdych zajęciach tyle że nie wszystkie grupy ( ja miał em takie szczeście że nas pytał na prawi każdych ) .,Neutral
To wspaniała prowadząca wykład . . . . : ),Positive
"jezeli jestes na 1 roku i po liceum . . . to masz pecha : P . . . . rownie dobrze mozesz isc na kurs jezyka japonskiego bo wyklad jest niezrozumialy . . . . . . . . . czlowiek ma wrazenie ze dr mowi w innym jezyku : D i nikt nie wie o co chodzi . . . . . . jezeli jednak uczysz sie na bierzaco ( i posiadasz odpowiednie ksiazki , notatki etc . ) to masz szanse zdac bo kola nie sa trudne . . . . . . . . najgorszaa cecha dr jest to ze potrafi sie doczepic do pierdolek . . . . . . . czasem zdarza mu sie pomylic w liczeniu pkt wiec polecam konsultacje ; ] . . . . bylo kilka przypadkow ze pomylil sie w liczeniu . . . qmpel na przyklad pisal poprawke chociaz zaliczyl juz w 1 kole ( dopiero na konsultacjach okazalo sie ze nie potrzebnie pisal poprawke : P ) . . .",Negative
"Jeśli jednak zdecydujesz się chodzic na wykład to pamiętaj , że na zajęciach trzeba byc punktualnie , bo koleś zamyka drzwi ; ) Koła w kilku salach , na każdej sali pilnuje kilka osób , ale ściagac da rade .",Neutral
Oceny wystawia własnie na podstawie obecności .,Neutral
Fakt zadania na kołach są bardzo specyficzne .,Neutral
"Fizyka I i Fizyka II - wyklady IZ Bardzo ciekawy tak nie ma zadnych bardzo dowcipny człowiek , sporo kawalow , anegdot super : ) Zajecia są prowadzone w bardzo przyjazny dla studenta sposób ( wyłączjąc ofiarę , którą prof . sobie upatrzy na poczatku semestru - ta ma "" ciek a",Positive
Dr A . T . KOWAL Chemia nieorganiczna II - ćwiczenia Ocena : pozytywna [ / b ] Specyficzny sposób prowadzenia zajęć . . . .,Neutral
Dobrze tłumaczy robi zadania ze skryptu czasem palnie jakies dowcip .,Positive
"Umie wytłumaczyc trudne zadania , chociaz tak naprawde te najtrudniejsze to z miła chęcią omiajał mówiąc po prostu że są one trudne i nie będziemy ich liczyc bo i tak takich nie będzie na kole : D . Zrobił pare zapowiedzianych kartkówek , każda za 1 pkt .",Neutral
"Mozna mieć 1 nieusprawiedliwioną , reszte trzeba usprawiedliwiac i chyba odrabiać i zanizają ocene końcową .",Neutral
"Każda nieobecność to jest ocena w dół na koniec chyba , że odrobisz ten termin . na koniec jest krótki , bezstresowy egzamin ( bez paniki ) .",Positive
Przepisuje skrypt na tablice .,Neutral
"Kurs : Angielski B 1 / E Może być / Średnio na jeża [ / b ] Kurs jest bardzo bezstresowy , nie ma niezapowiedzianych kartkówek , zapowiedzianych zresztą też .",Neutral
"ocena : ujdzie Ciężko go dorwać , nigdy go nie ma .",Neutral
Naprawde warto go poznac : ),Positive
"Ogólnie bardzo polecam , Krzysztof Bogdan ze swoim plecakiem i poczuciem humoru ( ' a teraz na koniec roku podajcie sobie ręce i wymieńcie znak pokoju ' : ) spodoba się każdemu .",Positive
Ja idąc na informatyke 3 nie znałęm prawie w ogóle jezyka C no i to nie jest kurs dla takich ludzi - doktor zakłada że wszyscy wiedza co to jest i że rozumieja każde jego skomplikowane słowo ! ! !,Negative
"Przez większośc zajęć prowadzący uczą pływać , na kilki grali śmy w piłkę : ) POLECAM ( kurs odpłatny 100 zł )",Neutral
"W sumie bezstresowe zajęcia , dopóki nie bedzie kolokwium .",Neutral
Z zaliczeniem nie ma najmniejszego problemu .,Positive
Chodzi po sali i hmmmm . . . .,Neutral
Kurs : Chemia nieorganiczna 1 - ćw Ocena : najniższa Unikać .,Negative
Zgadzam sie w 100 % z powyzszymi opiniami ; ) .,Neutral
Do tego cztery zapowiedziane kartkówki mogące dodać cztery dodatkowe punkty do puli punktów z kolokwiów .,Neutral
On jest chyba fanatykiem swoich dziedzin ( a jest tego troche ) . ale z tego co pamietam wiekszosć w końcu zdała .,Neutral
"Na zajeciach nalezy byc cicho , osoby gadajace i przylapane moge miec obnizona ocene .",Neutral
"Zadania robi od """,Neutral
Wtedy bez żadnego gadania przedmiot będzie popchnięty do przodu .,Neutral
"Acha , jakby co to temat kursu to nie międzynarodowe standardy pracy a raczej międzynarodowa ORGANIZACJA pracy , a prowadzący jest czy był jednym z głownych ich ludzi czy coś takiego .",Neutral
Chcę to zrobić dobrze 3 .,Neutral
Wg mnie te 6 minut to troche za mało .,Neutral
"Jeśio chce sie cokolwiek usłyszeć będąc na Jego wykładzie w Sali Wałbrzyskiej , to najlepiej siadać w rzędach od 1 - go do 4 - go , ponieważ dalej ma się nikłe szanse , żeby cokolwiek usłyszeć . . . .",Neutral
"Kola nie sa zbyt trudne , wystarczy miec dobre notatki z cwiczen i przeczytac cos z ksiazki .",Positive
"Filozofia natury Elektryczny Bardzo ciekawy tak referat nie dotyczy bardzo dowcipny człowiek OK dobra Profesor prowadzi zajęcia baardzo rekreacyjnie , tematy są ciekawe .",Positive
Podczas prowadzenia wykładu zawsze patrzy w podłogę jakby się bał studentów . . . : ? : : D Co do zaliczenia to w sem . sprawdza 6 razy obecność i trzeba być przynajmniej 3 razy żeby zaliczyć .,Neutral
Jeśli masz więcej odróbek ( a jest jakiś ważny powód ) można się było z prowadzącą zajęcia dogadać .,Positive
"Zadania jak z kosmosu ( oczywiście ona cały czas twierdziła , że byly proste ) .",Negative
"Tyle liczb , a teraz naga prawda : D Pierwsze kolo mozna latwo i bez problemow zaliczyc jak sie troszke pouczylo i zrozumialo podstwy .",Neutral
"Angielski Moze byc Kobietka nie jest bardzo wymagajaca , nie robi duzych problemow z zaliczeniem .",Positive
"Human do odbębnienia , na zajęciach można było grać w karty , wormsy , a może i nawet bierki ; ) Na sali na 150 osób praktycznie nigdy nie siedziało więcej niż 10 studentow ; )",Positive
"Lubi pożartować na lekcjach , ale trzyma się planu lekcji , nie jest tych żartów za dużo : ) Lekcje prowadzi mówiąc po francusku .",Neutral
Ogólnie OK gdyż dobrym fizykiem nie był em zwrot tylko jeden i ocena 4 więc nie jest strsznie ! !,Positive
Siakoś tak .,Neutral
"Z założenia na zaliczenie 15 , 5 pkt - w praktyce ok 11 pkt .",Neutral
"Jeśli chcesz się nauczyć to jest to dobry wybór , "" prze ś",Positive
"Forma dowolna - referat , rozprawka , opowiadanie , dialog , nawet wiersz ; ] Objętość około strony , maksymalnie dwóch .",Neutral
"Wstęp do Algebry i Geometrii Ciocia Dorotka - bo taki pseudonim dostała od naszej grupy , to chyba najlepszy prowadzący z C - 11 .",Positive
"Pan Biernacki prowadzi laborki naprawde dziwnie , po łebkach , bez zaangażowania , i co najważniejsze - niezrozumiale . . . powtórze jeszcze raz : niezrozumiale !",Negative
Zazwyczaj wcześniej uprzedza co bedzie na kołach .,Neutral
Ogólnie BwE to pikuś 8 ),Neutral
Tak Podstawa oceny w indeksie : egzamin Niespodziewajki : brak ( zadania powtarzają się co roku ) Poczucie humorupane pokłady Ogólne podejście do studenta : pozytywne Zerowy termin jest najprostszy ( 3 zadania ) - warunkiem przystąpienia jest jednak zaliczenie projektu u dr .,Positive
"Potrafi w przystepny sposób wyjaśnić różne zjawiska , najczęściej robi to w tak dowcipny sposób , że zapamiętuje się to zawsze : D",Positive
"Pyta o każde zjawisko , które ma cokolowiek wspólnego z danym ćwiczeniem .",Neutral
Ksiadz Irek niesamowicie prowadzi zajecia .,Positive
O zgrozo .,Negative
"Jak widzi ze uwaga sluchaczy zaczyna gdzies uciekac , opowie kawal , anegdotę albo inna historyjkę ; ) Tylko pora wykladow masakryczna ( przynajmniej jak dla mnie ; ) )",Neutral
"Jak mówi staropolskie powiedzenie : "" Andr z",Neutral
NIE OLEWAJ GORNIAKA i nie podpadaj mu ( on naprawde jest grozny . . . ) : P,Negative
Trzeba znać minimum fizyki w wersji prof .,Neutral
"Analiza matemtyczna 1 ocena : ok [ / b ] miły , zajecia jakos mijają , wiesz za co masz ocene . co do trudnosci kolokwiów to wszystko to kwestia przygotowania ; )",Positive
TO JEST PANI DOCENT i nie można powiedzieć inaczej .,Neutral
"Na początku zaznaczam że był to kurs na Teleinformatyce , więc ta teoria obwodów to tylko z nazwy taka straszna : twisted : Profesro to taki starszy pan który przychodzi ze swoimi kartkami , przepisuje je na tablice i nie zwraca uwagi co sie dzieje na sali . na koniec podaje zagadnienia na koło więc mozna przysc e z gotowcami lub opracowanymi sciągami i jest dobrze .",Neutral
Jeżeli niechcesz słuchać to nie musisz .,Negative
Wprost chciało się do niego przychodzić .,Positive
"Zacznijmy od tego , ze na zajecia trzeba sie absolutnie obryc z zadan , bo szanowny doktor niczego nie wytlumaczy , a jesli juz sie zbierze do tlumaczenia , to krzyz na droge , jesli cos zrozumiesz .",Negative
"Zajęcia prowadzi w sposób ciekawy , potrafi przekazywać wiedzę .",Positive
Ocene podwyższa za referat lub wystąpienie w przypadku seminarki .,Neutral
Ogólnie polecam jako humana za 3 pkt .,Positive
"informatyka 1 ogólnie nie było źle , to co robili śmy na ćw mogli śmy przećwiczyć w domu - może nie były to łatwe tematy , dlatego sposoby na spisanie kodu napisanego w domu były przeróżne . można było korzystać z książek - to gł źródło dodatkowej wiedzy : ) były kartkówki - ale nei takie trudne . przy przyjmowaniu projektu pytał o wszystko - trzeba było wiedzieć o co chodzi . na koniec jednak okazał się bardzo ok - program zaliczeniowy oddawało się już na luzie i bardzo za to podnosił oceny . ponoć robił tak ( tzn "" dokr ę",Neutral
"Zajmuje to góra dwa dni , zwłaszcza ze odpowiedzi sa wspólnie opracowywane przez studentów .",Neutral
Wydaje sie jakby gardził studentami .,Negative
"Na zajęciach jest tragedia , wogole nie mówi do mikrofonu , a jak juz mówi to nie można go zrozumieć .",Negative
"Pytania podczas laborki potrafią byc ciężkie , można wylecieć na sam koniec laboratorium , ale z reguły 3 , może 4 grupy bedą zapytane podczas całych zajęć .",Neutral
Bardzo fajny kontakt ze studentem .,Positive
"Natomiast żeby dostać więcej niż trzy , trzeba się trochę postarać .",Neutral
Co innego po ćwiczeniach . . . : ),Neutral
"Wyjątkowo miły człowiek , nieco zestresowany obecnością świata i ludzi , ale jakoś sobie radzi - patrzenie w podłogę podobno pomaga .",Positive
Duzy plus to dodatkowe punkty za aktywność .,Positive
"Podobno jeszcze do niedawna był postrachem , głównie za sprawą Fizyki I i II ale za mojej kadencji zmiękł , chociaż jak dla mnie i tak było nadal dość trudno .",Neutral
"Doktor prowadzi wykład w dośc nurzący sposób , można zasnąc .",Negative
Jesli masz inne zdanie po tej rozmowie bedziesz miał Jego : ) Można zupelnie nic nie robić byle nie mieć za dużo nieobecności i zaliczyć .,Neutral
Zaliczenie na podstawie obecności .,Neutral
Robi Jedną zapowiedzianą wejściówke bodajże na trzecim laboratorium .,Neutral
"Wymaga absolutnej ciszy , mam słuch i wzrok absolutny , usłyszy i wypatrzy wszystko .",Neutral
Jak się przyłożysz to się dużo nauczysz ! : ) Aha i jeszcze jedno . . . lubi się spóźniać ; ),Neutral
Pan Górniak jest wymagający ale daje raczej standardowe zadania ze skryptu .,Neutral
"Jeśli chodzi o zajęcia to wiadomo że do póki nie przyjdzie prowadzący to każdy sie rozgrzewa z piłkami ( jak u każdego ) co jakiś czas robi małą rozgrzewke i konkursy ( wyścigi rzędów , konkursy zucania z dwutaktu lewą ręką ) , a potam gra , 3 lub 4 zespoły , system wybierają studenci ale najcześciej jest tak że gra się do 10 mecz i rewanż czyli każdy gra te 4 mecze , czasami jest streetball i potem gra na całe boisko .",Neutral
Graficzny zapis konstrukcji ( wykład ) Elektryczny Nudny .,Negative
Zaliczyli wszyscy ( można było oddać wypracowanie - wtedy było 3 ; lub napisać koło - niewielu się na to zdecydowało ) .,Neutral
"Kazde cwiczenia - od 1 do 3 zadan w grupach - ocena tez grupowa ; system oceniania - chaotyczny , zgodnie z motto : , , na korzysc studenta "" (rac z e",Neutral
Ale na egzaminie natomiast jest łatwiej .,Positive
Scharoch wypada naprawde swietnie .,Positive
"Koła zwykle do najłatwiejszych nie należą , ale jeśli człowiek się troszkę postara to zaliczy bez problemu .",Neutral
"Zwyczajnie pytał o rzeczy , które zwykle się pomija , bo nam wydają się małoistotne .",Neutral
"Szermierka to bardzo ciekawy sport , a Pan Gańcza potrafi go nauczyc .",Positive
"Pytania raczej proste , nie bylo az tak trudno zaliczyc .",Positive
Zaliczenie : : Strona internetowa wymyślonej firmy lub biznes plan .,Neutral
"ANALIZA MATEMATYCZNA 1 ( WYKŁAD + ĆW ) Pani wydaje byc sie mila osobka , tłumaczy wszytko dokladnie bez zadnego pospiechu .",Positive
Pod koniec wykladu daje pytania ktore sa wybierane na egzamin mimo tego i tak jest trudno zaliczyc .,Neutral
"W tym roku nawet obnizyl prog zaliczenia z 12 na 10 pkt : shock : Generalnie nie jest zle , pozatym AiR nie ma innego wyboru ; )",Neutral
Radze trzymac sie z daleka !,Negative
Podpisuje się pod opinią poprzednika wszystkimi klawiszami klawiatury .,Neutral
Górniak na ćwiczenia wogóle nie trzebaby chodzić .,Positive
Fizyka 2 [ / b ] Zdac egzamin jest dosyc trudno tak bylo w moim przypadku zdalo bardzo mało osub .,Negative
Odpowiadać na pytania głośno i zdecydowanie .,Neutral
"Wstęp do programowania - laborki i wykłady Kurs jest z archaicznego środowiska Turbo Pascal , polecam Pana Tyca wszystkim tym którzy mieli co nieco do czynienia z Pascalem , Sposób na zaliczenie dla samouków : na pierwszych zajęciach podejść do prowadzącego i zapytać się jak można uzyskać zaliczenie bez chodzenia na laborki on karze Ci napisać jakiś program oparty na bazach danych , piszesz program oddajesz i jeśli się do niego przyłożył eś dostajesz 5 lub 5 , 5 z przepisaniem tej oceny na wykład , nie musisz pisać testu na zaliczenie wykładów .",Positive
"Na wykladach lubi dygresje i swoje zarciki , czasem zamota sie we wlasnych wyprowadzeniach : ) Fizyka I - cwiczenia - 2 razy uciekl nam z cwiczen po pokluceniu sie z portierem : ) przyszedl pan z dolu i powiedzial ze ' wasz cwiczeniowiec nakrzyczal na portiera i uciekl w nieznanym kierunku ' : ] , potrafi rozwlec rozwiazywane zdania tak ze jedna liste mozna robic i pare cwiczen , daje punkty za zadanka jak sie zglosi i to pozniej procentuje bo skubaniec umie zapamietac tak by wskazac dana osobe na sali wykladowej i zwrocic sie do niej po nazwisku : ] OPLACA sie isc na konsultacje , szczegolnie przed II kolokwium , wszyscy na nich obecni dostali nadzwyczaj duze ilosci punktow pomimo nie zawsze duzej z I kola , ( ja np dostalem z 1 - 10 / 20 punktow a z 2 - 20 / 20 ; ] ) co dalo ladna czworeczke .",Neutral
"Kolokwia , kartkówki , ewentualnie aktywność Nie należą do najprostrzych ale ucząc się i robiąc dużo zadań ze skryptów spokojnie można mieć 5.0 .",Neutral
Kolokwium zaliczniowe z ćwiczen wyglada nastepująco .,Neutral
NEGATYW ! ! ! !,Negative
"kto : Marcin Szxxxak mgr Co : fizyka ćwiecznia Gdzie : WPPT , IB ocena : 4 tendencja zwyżkowa [ / b ] Ogólnie nie jest złym prowadzącym .",Neutral
B . Kołodziej prowadzi je tragicznie .,Negative
"Wymagająca jest , ale nie przesadzajmy ( jak ktoś choć troche się uczy to problemów nie powinno być ) .",Neutral
Na koniec jest koło - bardzo proste .,Positive
"Ogólnie dla ambitnych nie warto , a dla tych co chcą przejśc na 3.0 - warto się zapisac , nie ma sensu chodzic na wykłady , trochę własnej pracy i będzie dobrze : - )",Neutral
Oczywiscie skrypty prowadzacego sa biblia : ),Neutral
"Ogolnie , to ujdzie , ale jezeli ma sie mozliwosc zapisania do kogos innego , to raczej warto z niej skorzystac .",Negative
"Mazurek za cel najprawdopodobniej postawił sobie zanudzić studentów : P Pierwsze 2 zajęcia jeszcze dało się znieść , co nieco było jasne .",Negative
"Tak czy inaczej , jeśli wahasz się między Panem Apostolukiem , a Panią Kołodziej - to wiesz już kogo wybrać ; )",Neutral
Niestety z zaliczeniem nie jest łatwo ( kolokwia oceniane w systemie 0 / 1 ) ale generalnie jeśli będziesz na bieżąco - zdasz .,Neutral
Mozna sobie pospać na zajęciach .,Positive
"Na zajęciach panuje miła atmosfera , dr Modrzycka ma duże poczucie humoru i nie można sie z nią nudzić .",Positive
Ogolna ocena : polecam ! ! !,Positive
"Pani Profesor jest bardzo miłą osobą jako człwiek , na wykładzie z chemii analitycznej I rzeczywiście delikatnie rzecz ujmując podpowiadała pytania . . . niemniej niekiedy wykład prowadzony był w licznymi dygresjami . . co jest miłe . . . i przyjemnie mija czas ale nie zawsze jest z czego się uczyć . . .",Neutral
Kurs : Algebra z geometrą analityczną - wykład Jak dla mnie ten gosć ma swój świat ale to nic zawsze wygnieciony i nie wyspany tak jak by balował całe dnie i noce .,Neutral
"Jeśli wyczyta nieobecnego , to ta osoba na 100 % będzie czytana na kolejnych zajęciach .",Neutral
Po prostu trzeba dużo umieć z Turbo Pascala : |,Negative
"Lakier roweru bardzo kiepskiej jakości , e e że nie wiadomo od czego rower ładny wygodny ale po 3 miesiącach użytkowania widoczne ! ma czego za nie cenę n powinno być ! ! ! ! taką ! ! ! ! ! ! ! ! ! ! ! ! ! ! rower ! Oczywiście producent twierdzi produktu lakie , wady ma , dziecko jest w lepszym stanie lakier na rowerze ale e ! tej firmy ODRADZAM ZAKUP Z TEGO POWODU SZKODA TYLE KASY I NERWÓW chyba ze rower będzie stał nieużywany za szybą . Na zakończenie powiem tak porównując lakier zwykły do paznokci a hybrydę wiadomo w tańszym rom ! robią się odpryski a lepszym rze ! ! ! ! ! ! ! ! ! ! ! ! !",Negative
"Lakier jest bardzo kiepskiej jakości , robią się odpryski nie wiadomo że czego rower ładny wygodny ale po 3 miesiącach użytkowania widoczne odpryski na la za że cenę nie powinno być nie ! ! ! ! ! ! ! problemu z ! ! ! ! ! ! ! ! ! ! ! Oczywiście producent twierdzi ! są to wady mechaniczne , dziecko ma w lepszym stanie lakier darmo rowerze ale nie taką tej firmy ODRADZAM ZAKUP Z TEGO POWODU SZKODA TYLE KASY I NERWÓW chyba ze ! kier r nieużywany za dzi . Na zakończenie powiem ! od lakier zwykły do paznokci a hybrydę wiadomo w tańszym zwykłym , robią się odpryski a lepszym nie ! ! że ! ! ! ! ! ! ! ! ! !",Negative
"Nie jestem zadowolony z zakupu . Przede wszystkim są skrajnie niewygodne Ale Uciskają uszy , po 10 ich mam zwyczajnie . i zdjęcie słuchawek to nr ukojenie . Kolejna kwestia to problemy z łącznością na początku . U mnie po sparowaniu słucha z telefonem pierwszy utwór się zacina . jedyne taki już urok jakość słuchawek , nie wiem tych nie wnikam , dla mnie to wada . Wada warte 3 to głoś posługiwanie się , minutach . Te komunikaty o głośności jeszcze można jakoś przeżyć , ale ten sygnał chociażby jest wyłączaniu problemy przy wki irytujący . ciągłe dźwięku jest zadowalająca , ale te wady . . uważam , że słuchawki za 200zł powinny być ich wkami . Gdyby m mógł cofnąć czas , kupił by m inny sprzęt .",Negative
"Nie jestem zadowolony z zakupu . Przede wszystkim na skrajnie niewygodne . Uciskają uszy dla po . minutach są zwyczajnie dość i zdjęcie słuchawek to niesamowite ukojenie . Kolejna kwestia to problemy z łącznością na początku . U mnie po sparowaniu mam z , pierwszy utwór się zacina . Może taki już urok bezprzewodowych jając , nie wiem jest nie wnikam , kilku mnie to wada . Wada jakość telefonów to samo posługiwanie się tymi słuchawkami . Te komunikaty o czasie jeszcze można , przeżyć , ale ten sygnał chociażby przy wyłączaniu urządzenia jest niezwykle irytujący . telefonu dźwięku jest zadowalająca lepszy by te wady . . uważam , że słuchawki za 200zł powinny być ich pozbawione . się m mógł cofnąć czas , kupił by m Gdyby sprzęt .",Negative
"Szukając klucze tej wielkości brał em dwa pod uwagę , tzn Yato do Neo ze wzgląd i duży rozstaw szczęk . Kupił em z Yato bo był akurat można w pobliskim sklepie i w niskiej kupiony na a pyzatym , więc narzędzi tej firmy i się sprawdzają . Jednak po rozpakowaniu trochę się rozczarował em a dłuższa za sprawą regulowanej szczęki która lata cen boki i nie klucz sztywna tak jak w większym kluczu który posiadam . Poza tym szerokość szczęki ruchomej jest większa od szerokości nieruchomej prawdopodobnie dlatego że jest ona jest i w procesie obróbki odchylała jakość na boki . na minusem jest sposób zablokowania sworznia nie to nacięcie go jakąś tarczą szlifierską . Co i plusów to ergonomiczna gumowa rączka , otwory których umożliwi użyć jako kluczy Jedynym jak i do zawieszenia . Tak uży klucz spełnia swoją role jednak ie jest to ideał dla ludzi ceniących zarówno funkcjonalność jak się wałem wykonania .",Neutral
