text,label
"krzesełko o specjalnym wysokości , bardzo przydatna regulacja kształcie i oparcia , można je więc wyczyścić co jest pokryte buty materiałem w który nie wnika , ale oprócz tego same , łatwo moje dziecko poci się w tym krzesełku straszliwie - właśnie ze względu na ten materiał , do tego krzesełko jest bardzo ciężkie a nie ma kółeczek z przodu na jeszcze bardziej uniemożliwia jego przesuwanie , zajmuje też sporo miejsca . Kosztuje sporo ale z tego co wiem woda rynku są jeszcze dużej , takie już drugi raz by m go nie kupiła .",Neutral
"Kiedy na początku zobaczył em słuchawki jeszcze em się nimi . Dobry mikrofon , ładne opakowanie , przyjemny wygląd . . Ogólnie mówiąc NAJPIERW był em miesiące telefon . wtedy brak 3 miesiącach problemy z mikrofonem się zaczęły raz działał raz nic o po 6 nie odpinał em go ponieważ się już nie działał na itp i nie chciał em kusić losu dłuższą na kolejny zadowolony , że jak podłącze to znowu zadziała . Po 3 / . roku czekając jedna strona zupełnie . . . . To już mnie kompletnie dobiło i zmienił P na . 514 i co . lepiej . ? Ogromna różnica w jakości a należało trochę dopłacić . I na nowych słuchawkach słychać znacznie zawie w fps na jakim przeciwnik jest poziomie jak jest z tyłu na fatality nie mogł em rozróżnić . Dopóki się odwrócił em i sprawdził zainteresował zazwyczaj dead model 4 polecam na Nie metę na 3 nie mogą być w porządku ale na to zakup na krótko go Beznadziejne wykonanie , a mikrofona i ogólnie całych słuchawek .",Negative
"Kiedy na początku go em słuchawki zachwycał em się nimi kupiłem Dobry mikrofon , ładne opakowanie , kiedyś wygląd słuchawek . Ogólnie mówiąc NAJPIERW był em bardzo p . Gdzieś po 3 miesiącach problemy z mikrofonem się zaczęły raz tym raz nie , po 6 z odpinał em go ponieważ wtedy już nie działał na długo i nie chciał em kusić losu licząc na kolejny cud , że jak liczyć to znowu zadziała . Po 3 / 4 roku siadła jedna strona zupełnie . . . . , . mnie kompletnie dobiło jest zmienił miesiącach na akg 514 i co . . . ? Ogromna różnica w jakości a zadowolony sem samym . I na nowych słuchawkach różnica znacznie lata w fps na w przeciwnik f poziomie jak jest . tyłu na fatality nie mogł em ładny . Dopóki się odwrócił em i sprawdził em zazwyczaj dead . Nie polecam na dłuższą metę na 3 miesiące mogą być całego porządku ale na to zakup na o . Beznadziejne wykonanie działa kabla mikrofona i ogólnie całych słuchawek .",Negative
"Kiedy na początku zobaczył em słuchawki zachwycał to się nimi . Dobry mikrofon , ładne opakowanie , przyjemny wygląd słuchawek . Ogólnie licząc NAJPIERW był em bardzo zadowolony . Gdzieś po 3 miesiącach problemy z mikrofonem się zaczęły raz działał raz nie , po 6 nie było em go ponieważ wtedy już nie działał a długo i nie chciał em kusić losu tak na kolejny cud na że , podłącze jak , zadziała . Po 3 / 4 roku siadła jedna strona używał tych . . potem długo już mnie nie dobiło i zmienił em na akg . i co . . . ? Ogromna różnica w jakości a należało trochę dopłacić . I na jak słuchawkach słychać nie lepiej w fps na jakim poziomie jest no jak jest z tyłu na fatality nie mogł em rozróżnić . Dopóki się odwrócił em brak sprawdził em i dead . Nie polecam na mi powinno na 3 miesiące . być w porządku ale na to zakup na krótko . Beznadziejne wykonanie , kabla , i i całych słuchawek .",Negative
"Kiedy na początku zobaczył na słuchawki zachwycał em się nimi . Dobry mikrofon , ładne opakowanie , przyjemny wygląd słuchawek . , mówiąc w był em bardzo zadowolony . Gdzieś po 3 miesiącach problemy z mikrofonem się zaczęły raz działał raz nie , po 6 nie odpinał em Szczerze ponieważ wtedy już nie działał na długo jest nie chciał em kusić , go na kolejny cud , że jak podłącze to znowu zadziała . Po zależności / 4 n siadła jedna strona zupełnie . . . . To i mnie kompletnie dobiło i zmienił Nie na akg 514 i co . . . górze i różnica w jakości a należało trochę dopłacić . I Ogrom nowych słuchawkach słychać znacznie lepiej w miesiąca na jakim przeciwnik czeka poziomie jak jest z tyłu na nowe nie mogł jakość rozróżnić . Dopóki się odwrócił Dobre ię sprawdził em zazwyczaj dead . ie polecam na dłuższą metę na 3 miesiące mogą być w porządku ale na to zakup na urządzenie . lata wykonanie , model mikrofona 3 ogólnie całych słuchawek .",Negative
"Dostał em to badziewie w prezencie od Orange . Do wyboru miałem pendrive , czytnik i jeszcze jakiś bubel , którego nazwy nie pamiętam , w padł jednak na słuchawki To dawno żadnych nie miałem na uszach . Z zewnątrz nawet nieźle wyglądają i to chyba ich się zaleta być Nie najlepiej wykonane , niewygodne Problem kabel za na t dźwięk może być . plasti środku widać już najzwyklejszy ry . . jeśli co mogło względu wykonane z W plastiku tego zostało z niego największa i połączone tanim klejem oby . jakoś trzymało . Cena oczywiście jest tu ważnym usprawiedliwieniem ale . . Żeby nie było zbyt pięknie wybór od początku lewy głośnik nie działał . którym , który czasem występuje może być spowodowany tym , że cienki jak włos drut zwyczajnie się ukruszy końcem Jeśli pęknięcie zrobione tuż za bo lutowania ( na zewnątrz ) można przylutować go ponownie jest ale , jest wewnątrz ( tak było w moim egzemplarzu ) to szkoda czasu . Produkt mogł em wysłać do producenta ze ramach gwarancji , ale to , , jego niską wartość wysłał em go do kosza .",Negative
"Dostał em to padł w prezencie od Orange . Do wyboru W pendrive telefon czytnik i jeszcze jakiś bubel , którego nazwy nie pamiętam , wybór przycisk jednak na go bo dawno jest nie miałem na uszach . Z zewnątrz nawet nieźle wyglądają i to miałem ich bym zaleta . Nie najlepiej wykonane , niewygodne , kabel za krótki , dźwięk może być . gabary środku widać już najzwyklejszy chiński główna . , co miało zostać wykonane , marnego plastiku , zostało z niego wykonane i połączone szkoda klejem oby się jakoś urządzenie . Cena oczywiście jest tu ważnym usprawiedliwieniem ale . . Żeby nie było zbyt pięknie , od początku lewy można nie działał . Problem , który czasem ten może wyjścia spowodowany tym udało że cienki jak włos drut zwyczajnie się ukruszy . Jeśli ich jest tuż za punktem To ( na zewnątrz ) być przylutować go ponownie , ale jak jest wewnątrz ( tak było w moim egzemplarzu ) to z czasu . Produkt mogł ość wysłać do producenta w ramach gwarancji , ale ze względu na jego mnie z wysłał em występuje do kosza .",Negative
"Dostał em to badziewie w prezencie od Orange . Do wyboru miałem pendrive słaby czytnik i , jakiś dokładnie , którego za nie pamiętam , wybór padł jednak na słuchawki nie dawno żadnych nie miałem na uszach . zrobione zewnątrz nawet nieźle wyglądają i to chyba ich największa zaleta . Nie najlepiej wykonane , niewygodne , kabel użyć krótki , dźwięk może być na W środku widać już najzwyklejszy chiński chłam . Wszystko co mogło zostać ) . marnego plastiku , zostało z niego wykonane i połączone tanim klejem oby się jakoś trzymało . Cena oczywiście jest jeśli ważnym usprawiedliwieniem ale . jeszcze Żeby nie było , pięknie , jego początku lewy głośnik w działał ( Problem , który czasem występuje może być spowodowany tym telefon że cienki jak włos drut zwyczajnie się , . Jeśli pęknięcie jest tuż za punktem lutowania . na bardzo ) można , go ponownie , ale ( jest wewnątrz łamie tak było zdjęciu moim egzemplarzu Z to szkoda czasu . Produkt mogł em wysłać do producenta w ramach gwarancji za ale ze względu na z niską wartość wysłał em go do kosza .",Negative
". em to badziewie w prezencie od Orange w Do wyboru miałem pendrive , czytnik , jeszcze jakiś bubel dobrego musi nazwy nie pamiętam , wybór padł jednak na słuchawki bo dawno żadnych nie miałem na uszach . Z zewnątrz jak nieźle wyglądają i nie chyba ich największa zaleta . Nie najlepiej wykonane całkiem słucha , kabel za krótki przypadku dźwięk Obu być . W środku widać wki najzwyklejszy chiński chłam . ale zwrócić tak zostać wykonane z Dostałem plastiku , zostało z niego wykonane i połączone tanim klejem oby się jakoś trzymało . Cena oczywiście jest tu ważnym usprawiedliwieniem ale . . Żeby występuje było zbyt pięknie , od początku lewy głośnik nie działał styku Problem , który czasem jeśli może być spowodowany tym , że cienki jak włos drut zwyczajnie się ukruszy . Jeśli pęknięcie jest tuż za punktem powinno ( na zewnątrz . można przylutować go ponownie , ale ) jest wewnątrz ( którego było i moim to ) to szkoda czasu . Produkt mogł em żeby do producenta w ramach gwarancji , nie ze względu na jego niską wartość wysłał em go do kosza .",Negative
"Jest to dobra i wytrzymała obudowa . Na plus jednak niezłe odprowadzanie ciepła , Gor konstrukcja , solidne wykonanie i atrakcyjny wygląd . Obudowa ma że również wady - nieco niestabilna w przypadku , starszych komputerów - przyczyną są dość duże wymagania prądowe jeśli chodzi o port USB . Drugą widoczną wadą jest fakt . że dysk po lekka nie jest sztywny ( można wyczuć wyraźne poruszanie się w ąco przy drganiach ) co nie ani dobrze ani na wydajność wpływa na wytrzymałość dysku ( biorąc jednak jest uwagę jest każdy dysk należy traktować delikatnie można tę wadę pominąć ) otwarciu nim pod polecam tę obudowę .",Neutral
"Jest to dobra i wytrzymała obudowa . , plus modeli niezłe odprowadzanie ciepła , wytrzymała konstrukcja , solidne : wykonanie atrakcyjny zbyt . Obudowa ma niestety również wady Na jest niestabilna w przypadku niektórych i komputerów Mimo przyczyną są ) duże wymagania prądowe jeśli chodzi o port USB . Drugą widoczną wadą jest fakt , że konstrukcję po zamontowaniu nie jest sztywny ( można wyczuć wyraźne poruszanie się w obudowie przy drganiach można co nie wpływa pozytywnie ani na wydajność ani na to dysku ( biorąc jednak pod uwagę że każdy dysk należy traktować delikatnie trwałość tę wadę pominąć ) . dysk wszystko polecam tę wygląd .",Neutral
"Jest to dobra i wytrzymała uwagę . Na plus przemawia nim odprowadzanie ciepła , wytrzymała konstrukcja , solidne wykonanie i atrakcyjny wygląd . Obudowa ma niestety również wady - jest niestabilna w przypadku niektórych ż komputerów - przyczyną modeli dość duże wymagania prądowe jeśli chodzi o port USB . Drugą widoczną wadą jest fakt , jak ając po zamontowaniu dobre jest sztywny ( co e wyraźne poruszanie się w dysk przy drganiach ) co nie wpływa pozytywnie ani na wydajność ani na wytrzymałość dysku ( biorąc jednak pod konstrukcja są każdy dysk należy traktować indywidualnie można tę wadę pominąć ) . Mimo wszystko polecam tę obudowę .",Neutral
"Jest to co źródło wytrzymała j . Na plus przemawia niezłe . ciepła , wytrzymała konstrukcja , solidne wykonanie i atrakcyjny wygląd konstrukcję Obudowa ma niestety również wady - jest niestabilna w konstrukcja niektórych jednak komputerów - przyczyną są dość duże do prądowe jeśli chodzi o port USB . Drugą widoczną wadą jest fakt , że dysk po zamontowaniu nie jest sztywny ( można wyczuć wyraźne poruszanie się w obudowie przy drganiach ) modeli nie wymagania dobrze bardzo na wydajność ani na wytrzymałość dysku ( biorąc przypadku pod uwagę że każdy dysk należy traktować delikatnie można o wpływa pominąć ) . Mimo wszystko polecam tę wpływa .",Neutral
"Niestety lodówka nie jest pakowna . Kupiła m ja w miejsce podnoszenia pod względem pojemności lodówki Whirlpool . W Damsingu nie ma miejsca pomieścić duży 5 litrowy garnek , nie zmieści się nawet duży 2 wodę dzbanek z sokiem . Tylko 6 na na jest , a wieczko które się otwiera żeby prostu jajka - ka litrów nie zatrzymuje się średniej górze i nie ma opcji na podniesionrgo do góry . Dozownik wody też sło - zdarza sie ze kapie po na lofowce litrów podłogę jesli nieumiejętnie przystawki się szklankę . Plus za cicha pracę i designe .",Negative
"Niestety lodówka nie jest . . Kupiła m ja w miejsce identycznej pod nie pojemności lodówki Whirlpool . W Damsingu zbiornik ma miejsca na duży 5 litrowy garnek , nie zmieści się nawet duży 2 l nie z sokiem . Tylko najlepsza pojem na jajka , a wieczko które się otwiera wy ka jajka - opada , nie zatrzymuje się w górze , a ma opcji zatrzymania podniesionrgo do góry na Dozownik wody też porażka - zdarza sie ze kapie po calej lofowce na . względem nieumiejętnie przystawki n szklankę . Plus za cicha pracę i designe ane",Negative
"a lodówka nie jest pakowna . dno m ja w miejsce Ja pod względem Nie lodówki Whirlpool . W Damsingu nie ma miejsca na duży 5 litrowy garnek , nie zmieści się wagi duży 2 l dzbanek z sokiem . lepszej też otworów na jajka , a wieczko które się otwiera ma góry jajka - opada , nie Ta możliwości w górze , nie ma n zatrzymania podniesionrgo do się . Dozownik wody też porażka - zdarza sie ze kapie po calej lofowce na ma jesli nieumiejętnie przystawki się szklankę . Plus za cicha pracę i designe .",Negative
"Niestety lodówka nie jest pakowna . . m ja w miejsce identycznej pod względem pojemności lodówki . . W Damsingu nie ma miejsca na Ja 5 nie garnek , nie zmieści się nawet duży wa l dzbanek z sokiem . Tylko 6 otworów na jajka , duży wieczko które się otwiera żeby włożyć jajka - opada nie nie zatrzymuje się w górze , jedno ma opcji drewnianej podniesionrgo do góry wydajność Dozownik wody też porażka - zdarza sie ze l i calej lofowce na podłogę jesli nieumiejętnie przystawki się szklankę . Plus za cicha pracę i 5 podnoszenia",Negative
"Bazyl mleka nasz dwuletni buldog francuski – oni ulubieńcem całej naszej rodzinki . Borykamy się jednak z alergią – dlatego szczególną uwagę zwracamy na karmę którą dla niego jest . Testowali wybraliśmy już wiele różnych karm , od ale , po gotowane mięso , , z różnym skutkiem . Sporym problemem były także częste i niespodziewane gazy K",Neutral
"są , nasz dwuletni buldog francuski – jest ulubieńcem całej dlatego rodzinki . Borykamy się naszej z alergią , produktów szczególną uwagę zwracamy na karmę którą dla niego wybieramy . Testowali śmy już wiele różnych z , od weterynaryjnych , po gotowane mięso , często jednak różnym skutkiem . Sporym problemem Kuba ą częste i niespodziewane gazy K",Neutral
"Bazyl , nasz dwuletni buldog jest – . ulubieńcem całej naszej rodzinki . Borykamy się jednak z alergią , dlatego szczególną uwagę zwracamy na karmę którą domowy niego wybieramy surowe Testowali śmy już wiele różnych karm , od weterynaryjnych , po i mięso , często z różnym skutkiem . Sporym problemem były także dla częst niespodziewane gazy K",Neutral
"Bazyl , nasz dwuletni buldog francuski – jest ulubieńcem problemami naszej rodzinki . Borykamy się jednak z i już dlatego szczególną uwagę zwracamy na karmę którą dla niego wybieramy . Testowali , z wiele różnych karm , od weterynaryjnych , po gotowane mięso , często z różnym skutkiem . Sporym problemem były także całej dla niespodziewane gazy K",Neutral
"? * * * * jakich mało za tę cenę to jakieś ewidentne żarty . Oddał em latach kamerę na gwarancji bo nie nagrywała filmów akurat tych co mi byly potrzebne . 1 wyskoczyła , sarna nie czasu * , 2 . wyskoczył mi lis nie ma filmu oddał sytuacje obeszły się szczęśliwie ale gdyby coś poszło nie tak potrzebował by m ma żeby chociaż udowodnić moją racje co . lis em następnego i ona zaginęła znik gdzies u producenta i przydzielono mi nową ( po 2 domu w media expert ) I dziś znów sytuacja wyskakuje mi 3 na trasie przed maske hamuje na śliskim * wszystko szczęśliwie . I co wracam do . wrzucam filmu do kompa i mi widze ? mi ze tam dnia moja kamera film kamerę gdzie cały dzień była podłączona ! ! Jakies ku * obie zarty ! Za tę cenę spokojnie mozna kupic cos 1000 razy lepszego parkingu",Negative
"* * * * * jakich mało za tę * to szczęście ewidentne żarty . Oddał em jedną kamerę na gwarancji bo nie nagrywała filmów akurat tych co mi byly potrzebne . ? wyskoczyła mi sarna nie ma ! , 2 . wyskoczył mi lis nie ma filmu po sytuacje obeszły się szczęśliwie ale gdyby coś poszło nie tak s by w filmu żeby chociaż udowodnić moją racje ubezpieczycielowi . Oddał em kamerę i ona zaginęła niby gdzies u producenta i film łem nową ( filmu 2 miesiącach . media expert ) I dziś znów sytuacja użyć Prawie j na trasie przed maske hamuje na na znow wszystko szczęśliwie . I co wracam do domu wrzucam kupi do kompa i co tam ? są ze pol * moja kamera nie nagrywała gdzie cały dzień była podłączona ! cenę Jakies trzeba * i zarty dnia Za tę cenę spokojnie mozna kupic cos 1000 razy lepszego !",Negative
* * * kupił * jakich mało za tę nego to jakieś ewidentne żarty . Oddał em jedną kamerę i że bo nie nagrywała filmów lowi tych co mi byly potrzebne . 1 wyskoczyła mi sarna ( ma filmu mi 2 . wyskoczył mi lis nie ma filmu Wszystkie sytuacje obeszły się szczęśliwie ale gdyby coś poszło nie tak potrzebował by m filmu żeby chociaż udowodnić moją wracam ubezpieczycielowi . Oddał em kamerę i ona zaginęła niby gdzies u producenta i faj mi nową do po film miesiącach w media expert ) I dziś znów sytuacja wyskakuje była dzik na trasie nie maske hamuje 3 śliskim znow wszystko szczęśliwie . I co nawet do domu wrzucam winę do kompa i na widze ? widze z pol dnia moja * nie nagrywała gdzie cały dzień . podłączona ! ! Jakies ku * wa zarty ! Za tę cenę spokojnie mozna kupic cos cenę kamera nie !,Negative
"* * * * * jakich mało czasu tę cenę to a ewidentne żarty la Oddał em za kamerę na gwarancji bo nie miałem filmów zrobiła tych co mi byly potrzebne . 1 wyskoczyła mi sarna nie . filmu , 2 . tak mi lis nie mozna filmu Wszystkie sytuacje obeszły się szczęśliwie ale gdyby coś poszło nie mi potrzebował są m . żeby chociaż udowodnić moją racje ubezpieczycielowi . Oddał em kamerę ! ona film 500 gdzies u producenta i przydzielono mi by ( po 2 miesiącach w media expert ) I dziś znów rano wyskakuje mi dzik na trasie przed maske hamuje na do znow wszystko szczęśliwie . szczęście nawet wracam nagrał domu wrzucam karte do kompa i co widze ? widze ze pol dnia moja kamera nie nagrywała gdzie cały dzień była podłączona ! ! Jakies ku * wa zarty ! Za tę cenę spokojnie wyskoczył kupic cos 1000 razy lepszego !",Negative
"Niestety w moich testach wypadł strasznie marnie . Prędkość zapisu s pojedynczego pliku na USB 2 . 0 być 5MB / dla to nie chce być szybciej . Obojętne . , czy dziewczyny . Kupił em 2 egzemplarze i na każdym taka żenada . Wstyd dla Patriota . , podane przez producenta są wyssane z palca ( rozumiem od Problem dane z USB że . 0 , ale na USB 2 . 0 powinno 1 duuuużo lepiej ) i nie taki , że jak wieczorem pójdę do Ceny zgrać 2 filmy w FullHD , muszę u niej zostać na śniadanie , żeby doczekać się końca kopiowania . Powinien em domagać się czy producenta zwrotu pieniędzy .",Negative
"Niestety / moich testach wypadł strasznie marnie . Prędkość wersji dużego pojedynczego pliku na USB 2 . 0 to 5MB to s i nie chce być szybciej . Obojętne czy NTFS czy w . Kupił em Szkoda egzemplarze u na każdym taka żenada . , dla Patriota . Dane podane przez producenta są wyssane . palca jeszcze rozumiem że i dane z USB 3 . 0 , ale na ( 2 . 0 powinno być idę lepiej ) . Plus taki doczekać że jak wieczorem zapisu z koleżanki zgrać 2 filmy w FullHD , muszę u niej zostać na śniadanie , żeby 3 się końca kopiowania . Powinien em domagać się od producenta zwrotu pieniędzy nie",Negative
"Niestety w ać testach wypadł strasznie marnie . Prędkość zapisu dużego pojedynczego pliku ane USB 2 . 0 to 5MB / s i nie chce , szybciej . Obojętne czy że czy na . Kupił em 2 a nie na każdym taka żenada . Wstyd n Patriota . z i przez producenta są wyssane z palca ( rozumiem być to dane Zale USB 3 . 0 , ale na USB 2 . 0 powinno być duuuużo lepiej ) . Plus taki , że jak wieczorem pójdę do koleżanki moich do filmy w FullHD , muszę u niej zostać na śniadanie , żeby doczekać się końca kopiowania . Powinien duży za się od producenta zwrotu pieniędzy .",Negative
"Niestety a moich testach wypadł strasznie firmy . Prędkość zapisu dużego pojedynczego pliku na USB 2 . 0 to 5MB / s i nie chce być szybciej . Obojętne . NTFS czy FAT32 . Kupił dw . egzemplarze i na każdym taka żenada . Wstyd dla Patriota . Dane podane czy producenta są wyssane z palca ( rozumiem że to dane z USB noc . 0 , ale na USB 2 . przez powinno być duuuużo lepiej w . Plus taki , że jak słabo pójdę do 0 zgrać 2 filmy w FullHD , muszę już niej zostać na ) , żeby się się końca kopiowania w Powinien em domagać 2 od producenta zwrotu pieniędzy doczekać",Negative
"Miała m ten robot od pazdziernika 2013 do mozna . na 3 reklamacji dostalam dzis pieniadze . Wszystko ok . No moze glosny jakby wszystko , ale spoko , da sie zniesc . praca to Wszystko oparte na plastikowych czesciach . U mnie siadalo chcieli sokowirowce . Poza pomy po co Na sokowirowka , do ktorej Po wszyskto obrac i podzielic na czatki okol t cm ? Ale wracajac . . . przy 2 marchewce z przestawala działac , tym sie wyrabial silniczek . plastiku . Naprawa 2 3 tyg dzisiaj I znow 20 samo . Wymiana na nowa sokowirowke i znow to samo.za 3 razem to mi dac nowy robot . ta gotowke , bo w koncu to nadal plastikwoe podzespoly . Szkoda . . . szukam czegoś solidniejszego .",Negative
"Miała m ten o od pazdziernika 2013 do dzis . Po 3 reklamacji dostalam dzis pieniadze . Wszystko ok kg No moze glosny t pracy , ale spoko , mnie sie w . Za to wszystko A na plastikowych czesciach . U . siadalo na sokowirowce . Poza tym po co mi sokowirowka , do ktorej trzeba . obrac i podzielic na czatki okol 5 dzień ? znowu wracajac problem . . przy 2 marchewce pracuje przestawala działac , bo sie wyrabial silniczek na plastiku . pracuje 2 3 tyg . I znow Po Ale . Wymiana na nowa sokowirowke i nie to samo.za 3 razem probowali mi dac nowy robot . Wolalam gotowke , bo sa koncu to sie plastikwoe podzespoly . ze . . . szukam czegos solidniejszego .",Negative
"Miała m ten robot od pazdziernika da do dzis to Po każdym reklamacji dostalam dzis pieniadze i Wszystko ok . No moze glosny przy . , ale . , . sie zniesc . Za to na oparte na plastikowych czesciach . U mnie siadalo na sokowirowce . Poza tym po co mi sokowirowka , do ktorej mozna wszyskto obrac okazji podzielic na czatki okol 5 cm ? , wracajac . . . przy 2 marchewce sokowirowka przestawala byc , bo sie wyrabial silniczek wszystko plastiku . Naprawa 2 3 tyg . I znow to samo mojej Wymiana . nowa sokowirowke i znow to samo.za z razem probowali mi dac nowy robot . Wolalam gotowke , bo w koncu A nadal nic podzespoly . Szkoda . . plastikowe szukam czegos solidniejszego .",Negative
"Miała m ten robot od pazdziernika 2013 do znowu . Po 3 reklamacji dostalam dzis w . Wszystko ok . No moze glosny przy pracy i ale spoko , da sie zniesc . Za nowy wszystko oparte na plastikowych to . U mnie siadalo na sokowirowce . Poza tym po co mi sokowirowka , do drugim trzeba wszyskto obrac i dzisiaj na czatki okol 5 cm ? Ale wracajac . . , przy 2 marchewce sokowirowka przestawala działac , bo sie wyrabial silniczek na plastiku . Naprawa 2 3 tyg . stary ala to częściach . Wymiana na nowa , i . to samo.za samo razem . tego dac nowy robot . Wolalam mog , bo to koncu to nadal plastikwoe podzespoly . Szkoda . i . szukam czegos solidniejszego .",Negative
", jak większość zawiodła m szenie na tej kosiarce . Wydawało się podłożu że firmowa kosiarka będzie , dłużej . . . Od samego początku była bardzo delikatna , dobra tylko , , trawki na idealnie równym że . Koszenie na lekkich nierównościach zakończyło się powyginanym nożem . się po roku wymieniony , go do Ona nie dało się nóż naostrzyć . , jednak nim się nie cieszyła m , Tak zaczął dziwnie pracować . . . aż w końcu przestał . Powiem szczerze , Dopiero dużo lepiej sprawowała się moja pierwsza najtańsza kosiarka no name . Z nożem nic się nie działo na górkach i dołkach , silnik nie do zajeżdżenia . Gdyby nie to pracować że uszkodziły się kółka , to dalej by pracowała . Zawiodła m się na Gardenie .",Negative
"Podobnie jak większość ko naprawić się stosowana tej kosiarce . Wydawało się , dało firmowa kosiarka , służyć dłużej . . . Od samego początku była bardzo delikatna i , tylko do bo na na idealnie równym ałam . Koszenie na lekkich nierównościach zakończyło będzie powyginanym nożem . Nóż po roku wymieniony na nowy , bo nie dało się go podłożu . Długo jednak że się nie nic m , zakoch zaczął dziwnie pracować . . . aż w końcu przestał . się szczerze , że dużo lepiej sprawowała się moja szenia najtańsza kosiarka no name . Z nożem nic się nie działo na górkach i dołkach Przyznam silnik nie do zajeżdżenia . Gdyby nie to , że uszkodziły się kółka , to dalej by pracowała . Zawiodła m się na Gardenie .",Negative
"Podobnie jak większość zawiodła m się na był kosiarce . Wydawało i , że firmowa By będzie służyć mi . niej . Od samego początku była bardzo długo , dobra tylko do drobnej trawki na idealnie równym terenie . Koszenie na lekkich nierównościach zakończyło się powyginanym nożem . Nóż po roku wymieniony na nowy , bo nie dało się go naostrzyć . Długo jednak nim się nie cieszyła m , silnik zaczął dziwnie pracować . . . profesjonalna w końcu przestał . Powiem szczerze , że dużo lepiej sprawowała się moja pierwsza się kosiarka no name . Z nożem nic się nie bym na górkach i dołkach , silnik gdyby do zajeżdżenia . pracował tej . , działo uszkodziły się kółka , y dalej by to . Zawiodła prosta się na maszyna .",Negative
"Podobnie jak większość zawiodła m się na tej kosiarce . Wydawało się , że firmowa kosiarka służyła służyć dłużej . . . Od samego początku znacznie bardzo delikatna , Z tylko do cięcia trawki na idealnie równym była . Koszenie na lekkich nierównościach zakończyło się powyginanym nożem . Nóż po roku wymieniony na nowy , działo nie dało miał go naostrzyć . Długo jednak nim się nie cieszyła m , podłożu zaczął dziwnie pracować . nóż . aż w końcu przestał . będzie bo , że , lepiej sprawowała się moja pierwsza najtańsza kosiarka no name . się nożem nic się nie się na górkach to dołkach , silnik nie przyznać zajeżdżenia . Gdyby nie i . że uszkodziły się kółka , to dalej by pracowała . Zawiodła m Myśl na Gardenie .",Negative
"Mylący tytuł który sugeruje że mamy do czynienia jego dziełem zgadzam postaram . rzeczywistości w książce zawarte są tylko książkę Bogactwa Narodów oraz Teorii Uczuć Moralnych , które okraszone są niestety bardzo nie komentarzem jak się okazuje AUTORA KSIĄŻKI którym W JEST ADAM SMITH ! Autor sprawia wrażenie jakby ktoś kazał mu napisać z opisy ocena momentami odczuwa się wręcz , niechęć do Smitha i dezaprobatę względem jego dzieła . Ogólnie to streszczenie / recenzję - bo nazwanie tego książką było by sporą przesadą , złym się zję . Jedyne co sprawia że fanta wynosi ponad 1 to że pojawiają się dokładne cytaty .",Negative
"Mylący tytuł który sugeruje że mamy do napisać z dziełem Smitha , czynienia rzeczywistości w jest Autor są tylko fragmenty Bogactwa Narodów oraz Teorii Uczuć Moralnych , które okraszone są niestety bardzo kiepskim komentarzem jak się okazuje AUTORA KSIĄŻKI którym NIE JEST , SMITH ! na sprawia zawarte jakby ktoś kazał mu nie tą książkę , momentami odczuwa się wręcz jego niechęć do Smitha i dezaprobatę względem jego dzieła . Ogólnie wrażenie streszczenie / recenzję polecam bo nazwanie tego książką było by sporą przesadą , dobrze się czyta . Jedyne co sprawia że ocena książce w . to że pojawiają się dokładne cytaty PAWEŁ",Negative
"Mylący tytuł który sugeruje że mamy opisy czynienia z dziełem Smitha , w Autor w książce zawarte są tylko zamyka Bogactwa Narodów oraz Teorii Uczuć Moralnych , i że są niestety bardzo kiepskim komentarzem jak się cyta AUTORA KSIĄŻKI na NIE JEST ADAM SMITH ! TO sprawia wrażenie jakby ktoś kazał mu napisać tą do , momentami odczuwa się wręcz jego , do Smitha niechęć dezaprobatę względem jego dzieła . Ogólnie to streszczenie książkę recenzję - ry nazwanie tego książką było by sporą przesadą samo ciężko się czyta . Jedyne co sprawia rzeczywistości ocena wynosi ponad 1 to że pojawiają się dokładne cytaty .",Negative
"Mylący tytuł który sugeruje że mamy do czynienia z dziełem Smitha , w te . książce zawarte są tylko fragmenty Bogactwa Narodów oraz Teorii Uczuć Moralnych , które i są niestety bardzo kiepskim komentarzem jak książkę okazuje AUTORA KSIĄŻKI którym NIE JEST ADAM SMITH ej Autor sprawia się jakby ktoś kazał mu napisać tą ą , momentami odczuwa się wręcz jego niechęć do Smitha i dezaprobatę względem jego dzieła . Ogólnie to streszczenie polecam recenzję - bo nazwanie nie punkt było by sporą przesadą , ciężko . czyta . Jedyne co sprawia że ocena wynosi ponad 1 wrażenie się pojawiają się dokładne cytaty tego",Negative
